Minimo	Corrida
369	79
369	81
370	5
370	14
370	26
370	54
370	63
371	8
371	11
371	18
371	30
372	0
372	1
372	31
372	32
372	43
372	47
372	49
372	55
372	73
372	77
372	86
372	95
373	17
373	22
373	35
373	40
373	41
373	45
373	46
373	56
373	58
373	61
373	67
373	85
373	88
373	89
373	96
373	97
374	12
374	15
374	21
374	24
374	25
374	28
374	29
374	38
374	48
374	51
374	52
374	53
374	59
374	69
375	7
375	13
375	19
375	23
375	27
375	37
375	39
375	65
375	78
375	83
375	94
375	99
376	2
376	4
376	10
376	16
376	20
376	42
376	57
376	64
376	74
376	75
376	76
376	80
376	82
376	90
376	91
376	93
377	34
377	36
377	44
377	70
377	72
377	87
377	98
378	3
378	62
378	68
379	33
379	60
381	6
381	9
381	66
382	50
382	71
385	84
385	92
