Minimo	Corrida
500	16
501	0
501	5
501	12
501	15
501	25
501	31
501	36
501	37
501	39
501	43
501	44
501	46
501	47
501	49
501	54
501	67
501	70
501	71
501	75
501	76
501	80
501	81
501	83
501	92
501	93
501	94
501	96
501	99
502	6
502	7
502	8
502	10
502	14
502	17
502	23
502	28
502	32
502	41
502	42
502	60
502	62
502	69
502	74
502	77
502	78
502	87
502	89
502	90
502	91
502	97
503	9
503	11
503	18
503	19
503	21
503	26
503	34
503	35
503	38
503	48
503	53
503	55
503	57
503	63
503	82
503	86
503	95
504	1
504	2
504	4
504	22
504	30
504	33
504	45
504	50
504	51
504	56
504	59
504	61
504	64
504	66
504	84
504	85
505	20
505	27
505	52
505	58
505	65
505	72
505	73
505	79
505	88
506	13
506	24
506	29
506	40
506	68
506	98
507	3
