Minimo	Corrida
64	26
64	94
64	195
64	208
64	259
64	298
64	315
64	548
64	560
64	675
64	746
64	968
64	985
65	0
65	5
65	11
65	12
65	23
65	35
65	99
65	111
65	121
65	127
65	142
65	157
65	169
65	177
65	180
65	199
65	205
65	226
65	228
65	242
65	249
65	261
65	268
65	270
65	276
65	292
65	307
65	319
65	322
65	326
65	328
65	351
65	355
65	362
65	381
65	384
65	385
65	386
65	392
65	396
65	421
65	423
65	425
65	429
65	461
65	468
65	477
65	483
65	484
65	490
65	500
65	508
65	511
65	529
65	561
65	578
65	595
65	607
65	621
65	632
65	635
65	637
65	650
65	653
65	660
65	665
65	666
65	681
65	707
65	712
65	720
65	733
65	734
65	744
65	750
65	751
65	764
65	778
65	780
65	803
65	807
65	810
65	822
65	823
65	830
65	852
65	866
65	867
65	906
65	907
65	926
65	931
65	941
65	944
65	951
65	952
65	960
65	973
65	974
65	976
65	991
66	2
66	7
66	10
66	13
66	15
66	17
66	18
66	19
66	25
66	28
66	31
66	36
66	39
66	46
66	48
66	50
66	55
66	59
66	61
66	62
66	64
66	68
66	69
66	74
66	76
66	81
66	82
66	96
66	97
66	109
66	116
66	123
66	125
66	137
66	141
66	143
66	149
66	150
66	153
66	156
66	162
66	163
66	165
66	173
66	174
66	182
66	186
66	188
66	189
66	190
66	194
66	197
66	201
66	206
66	220
66	224
66	229
66	233
66	234
66	241
66	245
66	247
66	248
66	251
66	256
66	257
66	263
66	264
66	266
66	277
66	278
66	279
66	287
66	290
66	291
66	294
66	299
66	301
66	303
66	310
66	312
66	314
66	321
66	325
66	329
66	330
66	334
66	337
66	338
66	340
66	344
66	345
66	349
66	353
66	358
66	360
66	361
66	367
66	368
66	369
66	370
66	380
66	383
66	387
66	388
66	390
66	391
66	402
66	408
66	409
66	410
66	416
66	418
66	420
66	422
66	427
66	430
66	431
66	435
66	437
66	440
66	443
66	447
66	450
66	455
66	472
66	481
66	486
66	487
66	491
66	495
66	498
66	502
66	504
66	506
66	507
66	510
66	516
66	521
66	525
66	531
66	534
66	538
66	540
66	543
66	544
66	550
66	552
66	553
66	556
66	557
66	562
66	564
66	567
66	569
66	570
66	584
66	587
66	588
66	592
66	593
66	603
66	608
66	610
66	613
66	615
66	620
66	622
66	623
66	624
66	629
66	636
66	638
66	639
66	642
66	648
66	651
66	655
66	664
66	667
66	668
66	670
66	673
66	674
66	678
66	679
66	683
66	690
66	694
66	695
66	703
66	704
66	713
66	715
66	716
66	717
66	722
66	723
66	736
66	737
66	741
66	745
66	760
66	761
66	769
66	771
66	785
66	791
66	794
66	796
66	797
66	799
66	800
66	805
66	817
66	824
66	828
66	833
66	836
66	840
66	842
66	843
66	848
66	849
66	859
66	860
66	861
66	865
66	869
66	872
66	874
66	875
66	877
66	878
66	883
66	887
66	888
66	889
66	890
66	891
66	892
66	894
66	895
66	900
66	901
66	903
66	909
66	912
66	913
66	914
66	915
66	916
66	917
66	932
66	933
66	934
66	936
66	942
66	943
66	946
66	947
66	948
66	953
66	954
66	957
66	958
66	961
66	963
66	966
66	970
66	971
66	980
66	983
66	984
66	986
66	988
66	989
66	995
66	996
67	1
67	3
67	4
67	6
67	9
67	20
67	21
67	27
67	29
67	33
67	34
67	37
67	40
67	43
67	44
67	45
67	47
67	49
67	51
67	57
67	60
67	65
67	67
67	70
67	71
67	73
67	75
67	77
67	78
67	79
67	80
67	83
67	84
67	85
67	86
67	88
67	89
67	90
67	92
67	101
67	102
67	104
67	105
67	106
67	107
67	110
67	112
67	117
67	118
67	119
67	120
67	122
67	124
67	128
67	129
67	130
67	131
67	132
67	133
67	135
67	136
67	138
67	146
67	148
67	159
67	160
67	161
67	166
67	168
67	170
67	171
67	172
67	175
67	176
67	184
67	185
67	187
67	191
67	192
67	196
67	198
67	200
67	203
67	207
67	210
67	211
67	212
67	215
67	217
67	219
67	221
67	223
67	225
67	227
67	231
67	232
67	236
67	238
67	239
67	243
67	250
67	252
67	254
67	255
67	258
67	260
67	269
67	271
67	272
67	273
67	275
67	280
67	282
67	283
67	284
67	288
67	289
67	295
67	296
67	297
67	308
67	309
67	313
67	316
67	318
67	323
67	324
67	327
67	332
67	333
67	335
67	336
67	339
67	341
67	342
67	343
67	346
67	347
67	348
67	350
67	352
67	354
67	356
67	359
67	364
67	366
67	372
67	373
67	374
67	375
67	376
67	377
67	378
67	379
67	382
67	389
67	394
67	398
67	401
67	403
67	404
67	406
67	417
67	419
67	432
67	434
67	436
67	438
67	439
67	442
67	445
67	446
67	452
67	453
67	454
67	456
67	457
67	458
67	459
67	460
67	462
67	464
67	465
67	467
67	469
67	470
67	471
67	473
67	474
67	475
67	478
67	485
67	489
67	492
67	493
67	494
67	499
67	501
67	505
67	509
67	514
67	517
67	519
67	520
67	522
67	524
67	527
67	532
67	533
67	539
67	542
67	545
67	546
67	555
67	559
67	571
67	572
67	573
67	577
67	579
67	580
67	581
67	586
67	589
67	590
67	591
67	594
67	596
67	597
67	599
67	601
67	602
67	604
67	609
67	614
67	616
67	618
67	619
67	625
67	627
67	630
67	633
67	640
67	641
67	643
67	644
67	645
67	647
67	652
67	654
67	657
67	658
67	659
67	661
67	662
67	663
67	669
67	671
67	672
